Fecha;Tipo vacuna;Territorio;Medida;Valor;
03/02/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11912750;
03/02/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11951582;
03/02/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,32597007408029;
03/02/2022;Moderna;Andalucía;Dosis recibidas ;3319500;
03/02/2022;Moderna;Andalucía;Dosis administradas ;3198490;
03/02/2022;Moderna;Andalucía;Porcentaje adm/recib;96,35457147160716;
03/02/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
03/02/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1780978;
03/02/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,48754006148212;
03/02/2022;Janssen;Andalucía;Dosis recibidas ;333500;
03/02/2022;Janssen;Andalucía;Dosis administradas ;325749;
03/02/2022;Janssen;Andalucía;Porcentaje adm/recib;97,67586206896551;
02/02/2022;TOTAL;Andalucía;Dosis recibidas ;17094650;
02/02/2022;TOTAL;Andalucía;Dosis administradas ;17199867;
02/02/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,61549666123612;
02/02/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11912750;
02/02/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11924628;
02/02/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,09970829573356;
02/02/2022;Moderna;Andalucía;Dosis recibidas ;3319500;
02/02/2022;Moderna;Andalucía;Dosis administradas ;3168848;
02/02/2022;Moderna;Andalucía;Porcentaje adm/recib;95,46160566350353;
02/02/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
02/02/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1780758;
02/02/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,47315063117274;
02/02/2022;Janssen;Andalucía;Dosis recibidas ;333500;
02/02/2022;Janssen;Andalucía;Dosis administradas ;325633;
02/02/2022;Janssen;Andalucía;Porcentaje adm/recib;97,64107946026986;
01/02/2022;TOTAL;Andalucía;Dosis recibidas ;16812620;
01/02/2022;TOTAL;Andalucía;Dosis administradas ;17139154;
01/02/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,94219580291472;
01/02/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
01/02/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11896938;
01/02/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;102,28892106421614;
01/02/2022;Moderna;Andalucía;Dosis recibidas ;3319500;
01/02/2022;Moderna;Andalucía;Dosis administradas ;3136126;
01/02/2022;Moderna;Andalucía;Porcentaje adm/recib;94,47585479740926;
01/02/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
01/02/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1780531;
01/02/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,45830335535352;
01/02/2022;Janssen;Andalucía;Dosis recibidas ;333500;
01/02/2022;Janssen;Andalucía;Dosis administradas ;325559;
01/02/2022;Janssen;Andalucía;Porcentaje adm/recib;97,61889055472264;
31/01/2022;TOTAL;Andalucía;Dosis recibidas ;16812620;
31/01/2022;TOTAL;Andalucía;Dosis administradas ;17081483;
31/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,59917371593481;
31/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
31/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11869893;
31/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;102,05639031805424;
31/01/2022;Moderna;Andalucía;Dosis recibidas ;3319500;
31/01/2022;Moderna;Andalucía;Dosis administradas ;3105789;
31/01/2022;Moderna;Andalucía;Porcentaje adm/recib;93,56195210122006;
31/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
31/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1780311;
31/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,44391392504414;
31/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
31/01/2022;Janssen;Andalucía;Dosis administradas ;325490;
31/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,59820089955022;
28/01/2022;TOTAL;Andalucía;Dosis recibidas ;16562620;
28/01/2022;TOTAL;Andalucía;Dosis administradas ;16976050;
28/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;102,49616304666773;
28/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
28/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11833414;
28/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,74274679469544;
28/01/2022;Moderna;Andalucía;Dosis recibidas ;3069500;
28/01/2022;Moderna;Andalucía;Dosis administradas ;3037190;
28/01/2022;Moderna;Andalucía;Porcentaje adm/recib;98,94738556768203;
28/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
28/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1780054;
28/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,42710445418274;
28/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
28/01/2022;Janssen;Andalucía;Dosis administradas ;325392;
28/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,56881559220389;
27/01/2022;TOTAL;Andalucía;Dosis recibidas ;16562620;
27/01/2022;TOTAL;Andalucía;Dosis administradas ;16893547;
27/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,99803533498928;
27/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
27/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11795708;
27/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,4185536235074;
27/01/2022;Moderna;Andalucía;Dosis recibidas ;3069500;
27/01/2022;Moderna;Andalucía;Dosis administradas ;2992778;
27/01/2022;Moderna;Andalucía;Porcentaje adm/recib;97,50050496823587;
27/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
27/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1779778;
27/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,40905225979463;
27/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
27/01/2022;Janssen;Andalucía;Dosis administradas ;325283;
27/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,536131934033;
26/01/2022;TOTAL;Andalucía;Dosis recibidas ;16312620;
26/01/2022;TOTAL;Andalucía;Dosis administradas ;16804094;
26/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;103,01284526949073;
26/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
26/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11755281;
26/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,07096551202332;
26/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
26/01/2022;Moderna;Andalucía;Dosis administradas ;2944113;
26/01/2022;Moderna;Andalucía;Porcentaje adm/recib;104,41968434119524;
26/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
26/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1779491;
26/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,39028059389102;
26/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
26/01/2022;Janssen;Andalucía;Dosis administradas ;325209;
26/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,51394302848576;
25/01/2022;TOTAL;Andalucía;Dosis recibidas ;16312620;
25/01/2022;TOTAL;Andalucía;Dosis administradas ;16716781;
25/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;102,47759709966884;
25/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
25/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11717806;
25/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,74875846035327;
25/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
25/01/2022;Moderna;Andalucía;Dosis administradas ;2894562;
25/01/2022;Moderna;Andalucía;Porcentaje adm/recib;102,66224507891471;
25/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
25/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1779276;
25/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,3762181960887;
25/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
25/01/2022;Janssen;Andalucía;Dosis administradas ;325137;
25/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,49235382308845;
24/01/2022;TOTAL;Andalucía;Dosis recibidas ;16312620;
24/01/2022;TOTAL;Andalucía;Dosis administradas ;16640365;
24/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;102,00914997100405;
24/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
24/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11683712;
24/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,45562097617345;
24/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
24/01/2022;Moderna;Andalucía;Dosis administradas ;2852555;
24/01/2022;Moderna;Andalucía;Porcentaje adm/recib;101,1723709877638;
24/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
24/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1779036;
24/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,3605206357512;
24/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
24/01/2022;Janssen;Andalucía;Dosis administradas ;325062;
24/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,46986506746626;
21/01/2022;TOTAL;Andalucía;Dosis recibidas ;16312620;
21/01/2022;TOTAL;Andalucía;Dosis administradas ;16517577;
21/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,25643213659119;
21/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
21/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11639038;
21/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,07151749848677;
21/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
21/01/2022;Moderna;Andalucía;Dosis administradas ;2774842;
21/01/2022;Moderna;Andalucía;Porcentaje adm/recib;98,41610214577052;
21/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
21/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1778711;
21/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,33926352279416;
21/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
21/01/2022;Janssen;Andalucía;Dosis administradas ;324986;
21/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,44707646176911;
20/01/2022;TOTAL;Andalucía;Dosis recibidas ;16312620;
20/01/2022;TOTAL;Andalucía;Dosis administradas ;16429996;
20/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,7195410669776;
20/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
20/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11597258;
20/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;99,7122964012546;
20/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
20/01/2022;Moderna;Andalucía;Dosis administradas ;2729480;
20/01/2022;Moderna;Andalucía;Porcentaje adm/recib;96,80723532541231;
20/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
20/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1778427;
20/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,3206880763948;
20/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
20/01/2022;Janssen;Andalucía;Dosis administradas ;324831;
20/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,40059970014993;
19/01/2022;TOTAL;Andalucía;Dosis recibidas ;16312620;
19/01/2022;TOTAL;Andalucía;Dosis administradas ;16340278;
19/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,16954971059218;
19/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11630720;
19/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11552321;
19/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;99,32593167061025;
19/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
19/01/2022;Moderna;Andalucía;Dosis administradas ;2685128;
19/01/2022;Moderna;Andalucía;Porcentaje adm/recib;95,23419045930129;
19/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
19/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1778092;
19/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,2987768984237;
19/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
19/01/2022;Janssen;Andalucía;Dosis administradas ;324737;
19/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,37241379310345;
18/01/2022;TOTAL;Andalucía;Dosis recibidas ;16011990;
18/01/2022;TOTAL;Andalucía;Dosis administradas ;16256001;
18/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,52392675738618;
18/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11330090;
18/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11512706;
18/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,61177890025587;
18/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
18/01/2022;Moderna;Andalucía;Dosis administradas ;2640851;
18/01/2022;Moderna;Andalucía;Porcentaje adm/recib;93,66380563929775;
18/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
18/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1777811;
18/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,28039767152856;
18/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
18/01/2022;Janssen;Andalucía;Dosis administradas ;324633;
18/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,34122938530734;
17/01/2022;TOTAL;Andalucía;Dosis recibidas ;16011990;
17/01/2022;TOTAL;Andalucía;Dosis administradas ;16180746;
17/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,05393520730404;
17/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11330090;
17/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11474990;
17/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,27889540153696;
17/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
17/01/2022;Moderna;Andalucía;Dosis administradas ;2603750;
17/01/2022;Moderna;Andalucía;Porcentaje adm/recib;92,34793403085654;
17/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
17/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1777482;
17/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,2588789325659;
17/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
17/01/2022;Janssen;Andalucía;Dosis administradas ;324524;
17/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,30854572713643;
14/01/2022;TOTAL;Andalucía;Dosis recibidas ;16011990;
14/01/2022;TOTAL;Andalucía;Dosis administradas ;16092646;
14/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,50372252293438;
14/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11330090;
14/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11431035;
14/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,89094614429364;
14/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
14/01/2022;Moderna;Andalucía;Dosis administradas ;2560094;
14/01/2022;Moderna;Andalucía;Porcentaje adm/recib;90,7995743926228;
14/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
14/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1777096;
14/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,23363202302308;
14/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
14/01/2022;Janssen;Andalucía;Dosis administradas ;324421;
14/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,2776611694153;
13/01/2022;TOTAL;Andalucía;Dosis recibidas ;16011990;
13/01/2022;TOTAL;Andalucía;Dosis administradas ;16007020;
13/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;99,96896076003046;
13/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11330090;
13/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11386104;
13/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,49438265715453;
13/01/2022;Moderna;Andalucía;Dosis recibidas ;2819500;
13/01/2022;Moderna;Andalucía;Dosis administradas ;2519932;
13/01/2022;Moderna;Andalucía;Porcentaje adm/recib;89,37513743571556;
13/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
13/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1776696;
13/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,20746942246059;
13/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
13/01/2022;Janssen;Andalucía;Dosis administradas ;324288;
13/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,23778110944528;
12/01/2022;TOTAL;Andalucía;Dosis recibidas ;15811990;
12/01/2022;TOTAL;Andalucía;Dosis administradas ;15918872;
12/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,67595539840337;
12/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11330090;
12/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11337271;
12/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,0633799025427;
12/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
12/01/2022;Moderna;Andalucía;Dosis administradas ;2481236;
12/01/2022;Moderna;Andalucía;Porcentaje adm/recib;94,72174079022714;
12/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
12/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1776179;
12/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,17365426123357;
12/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
12/01/2022;Janssen;Andalucía;Dosis administradas ;324186;
12/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,2071964017991;
11/01/2022;TOTAL;Andalucía;Dosis recibidas ;15578200;
11/01/2022;TOTAL;Andalucía;Dosis administradas ;15836377;
11/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,65729673518122;
11/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11096300;
11/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11292738;
11/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,77030181231581;
11/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
11/01/2022;Moderna;Andalucía;Dosis administradas ;2443853;
11/01/2022;Moderna;Andalucía;Porcentaje adm/recib;93,29463638098873;
11/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
11/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1775717;
11/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,14343645758389;
11/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
11/01/2022;Janssen;Andalucía;Dosis administradas ;324069;
11/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,17211394302848;
10/01/2022;TOTAL;Andalucía;Dosis recibidas ;15578200;
10/01/2022;TOTAL;Andalucía;Dosis administradas ;15764223;
10/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,19412383972475;
10/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11096300;
10/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11253544;
10/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;101,41708497427071;
10/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
10/01/2022;Moderna;Andalucía;Dosis administradas ;2411437;
10/01/2022;Moderna;Andalucía;Porcentaje adm/recib;92,05714831074633;
10/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
10/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1775241;
10/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,1123029629145;
10/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
10/01/2022;Janssen;Andalucía;Dosis administradas ;324001;
10/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,15172413793104;
07/01/2022;TOTAL;Andalucía;Dosis recibidas ;15578200;
07/01/2022;TOTAL;Andalucía;Dosis administradas ;15684542;
07/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,68263342363046;
07/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11096300;
07/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11200703;
07/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,94088119463245;
07/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
07/01/2022;Moderna;Andalucía;Dosis administradas ;2385078;
07/01/2022;Moderna;Andalucía;Porcentaje adm/recib;91,0508875739645;
07/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
07/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1774831;
07/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,08548629733795;
07/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
07/01/2022;Janssen;Andalucía;Dosis administradas ;323930;
07/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,1304347826087;
05/01/2022;TOTAL;Andalucía;Dosis recibidas ;15578200;
05/01/2022;TOTAL;Andalucía;Dosis administradas ;15642161;
05/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,41058016972435;
05/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11096300;
05/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11177424;
05/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,73109054369473;
05/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
05/01/2022;Moderna;Andalucía;Dosis administradas ;2366507;
05/01/2022;Moderna;Andalucía;Porcentaje adm/recib;90,34193548387097;
05/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
05/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1774379;
05/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,05592255870233;
05/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
05/01/2022;Janssen;Andalucía;Dosis administradas ;323851;
05/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,10674662668666;
04/01/2022;TOTAL;Andalucía;Dosis recibidas ;15578200;
04/01/2022;TOTAL;Andalucía;Dosis administradas ;15581844;
04/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;100,02339166270815;
04/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;11096300;
04/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11148664;
04/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;100,47190504943089;
04/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
04/01/2022;Moderna;Andalucía;Dosis administradas ;2335694;
04/01/2022;Moderna;Andalucía;Porcentaje adm/recib;89,16564229814851;
04/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
04/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1773729;
04/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;116,01340833278829;
04/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
04/01/2022;Janssen;Andalucía;Dosis administradas ;323757;
04/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,07856071964018;
03/01/2022;TOTAL;Andalucía;Dosis recibidas ;15231940;
03/01/2022;TOTAL;Andalucía;Dosis administradas ;15528673;
03/01/2022;TOTAL;Andalucía;Porcentaje adm/recib;101,94809722202163;
03/01/2022;Pfizer/BioNtech;Andalucía;Dosis recibidas ;10750040;
03/01/2022;Pfizer/BioNtech;Andalucía;Dosis administradas ;11125058;
03/01/2022;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;103,48852655431979;
03/01/2022;Moderna;Andalucía;Dosis recibidas ;2619500;
03/01/2022;Moderna;Andalucía;Dosis administradas ;2306820;
03/01/2022;Moderna;Andalucía;Porcentaje adm/recib;88,06337087230386;
03/01/2022;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
03/01/2022;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1773124;
03/01/2022;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;115,9738373994375;
03/01/2022;Janssen;Andalucía;Dosis recibidas ;333500;
03/01/2022;Janssen;Andalucía;Dosis administradas ;323671;
03/01/2022;Janssen;Andalucía;Porcentaje adm/recib;97,0527736131934;
29/12/2021;TOTAL;Andalucía;Dosis recibidas ;15231940;
29/12/2021;TOTAL;Andalucía;Dosis administradas ;15405505;
29/12/2021;TOTAL;Andalucía;Porcentaje adm/recib;101,1394805914414;
29/12/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;10750040;
29/12/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;11064273;
29/12/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;102,92308679781657;
29/12/2021;Moderna;Andalucía;Dosis recibidas ;2619500;
29/12/2021;Moderna;Andalucía;Dosis administradas ;2246236;
29/12/2021;Moderna;Andalucía;Porcentaje adm/recib;85,75056308455812;
29/12/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
29/12/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1771595;
29/12/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;115,87383085878737;
29/12/2021;Janssen;Andalucía;Dosis recibidas ;333500;
29/12/2021;Janssen;Andalucía;Dosis administradas ;323401;
29/12/2021;Janssen;Andalucía;Porcentaje adm/recib;96,97181409295352;
28/12/2021;TOTAL;Andalucía;Dosis recibidas ;15031940;
28/12/2021;TOTAL;Andalucía;Dosis administradas ;15335583;
28/12/2021;TOTAL;Andalucía;Porcentaje adm/recib;102,01998544432722;
28/12/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;10750040;
28/12/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;11029141;
28/12/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;102,59627871152108;
28/12/2021;Moderna;Andalucía;Dosis recibidas ;2419500;
28/12/2021;Moderna;Andalucía;Dosis administradas ;2212352;
28/12/2021;Moderna;Andalucía;Porcentaje adm/recib;91,43839636288489;
28/12/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;1528900;
28/12/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1770830;
28/12/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;115,8237948852116;
28/12/2021;Janssen;Andalucía;Dosis recibidas ;333500;
