Territorio;Medida;Valor;
Urrácal;Confirmados PDIA 7 días;0;
Urrácal;Tasa PDIA 7 dias;0;
Urrácal;Total Confirmados ;41;
Urrácal;Curados;40;
Urrácal;Fallecidos;1;
Vélez-Blanco;Confirmados PDIA;287;
Vélez-Blanco;Confirmados PDIA 14 días;0;
Vélez-Blanco;Tasa PDIA 14 días;0;
Vélez-Blanco;Confirmados PDIA 7 días;0;
Vélez-Blanco;Tasa PDIA 7 dias;0;
Vélez-Blanco;Total Confirmados ;287;
Vélez-Blanco;Curados;282;
Vélez-Blanco;Fallecidos;5;
Vélez-Rubio;Confirmados PDIA;1236;
Vélez-Rubio;Confirmados PDIA 14 días;0;
Vélez-Rubio;Tasa PDIA 14 días;0;
Vélez-Rubio;Confirmados PDIA 7 días;0;
Vélez-Rubio;Tasa PDIA 7 dias;0;
Vélez-Rubio;Total Confirmados ;1237;
Vélez-Rubio;Curados;1213;
Vélez-Rubio;Fallecidos;24;
Vera;Confirmados PDIA;3109;
Vera;Confirmados PDIA 14 días;0;
Vera;Tasa PDIA 14 días;0;
Vera;Confirmados PDIA 7 días;0;
Vera;Tasa PDIA 7 dias;0;
Vera;Total Confirmados ;3112;
Vera;Curados;3085;
Vera;Fallecidos;26;
Zurgena;Confirmados PDIA;359;
Zurgena;Confirmados PDIA 14 días;0;
Zurgena;Tasa PDIA 14 días;0;
Zurgena;Confirmados PDIA 7 días;0;
Zurgena;Tasa PDIA 7 dias;0;
Zurgena;Total Confirmados ;359;
Zurgena;Curados;356;
Zurgena;Fallecidos;3;
Poniente de Almería;Confirmados PDIA;41387;
Poniente de Almería;Confirmados PDIA 14 días;0;
Poniente de Almería;Tasa PDIA 14 días;0;
Poniente de Almería;Confirmados PDIA 7 días;0;
Poniente de Almería;Tasa PDIA 7 dias;0;
Poniente de Almería;Total Confirmados ;41476;
Poniente de Almería;Curados;40870;
Poniente de Almería;Fallecidos;353;
Adra;Confirmados PDIA;4070;
Adra;Confirmados PDIA 14 días;0;
Adra;Tasa PDIA 14 días;0;
Adra;Confirmados PDIA 7 días;0;
Adra;Tasa PDIA 7 dias;0;
Adra;Total Confirmados ;4077;
Adra;Curados;4010;
Adra;Fallecidos;53;
Alcolea;Confirmados PDIA;73;
Alcolea;Confirmados PDIA 14 días;0;
Alcolea;Tasa PDIA 14 días;0;
Alcolea;Confirmados PDIA 7 días;0;
Alcolea;Tasa PDIA 7 dias;0;
Alcolea;Total Confirmados ;74;
Alcolea;Curados;73;
Alcolea;Fallecidos;0;
Balanegra;Confirmados PDIA;478;
Balanegra;Confirmados PDIA 14 días;0;
Balanegra;Tasa PDIA 14 días;0;
Balanegra;Confirmados PDIA 7 días;0;
Balanegra;Tasa PDIA 7 dias;0;
Balanegra;Total Confirmados ;478;
Balanegra;Curados;476;
Balanegra;Fallecidos;1;
Bayárcal;Confirmados PDIA;35;
Bayárcal;Confirmados PDIA 14 días;0;
Bayárcal;Tasa PDIA 14 días;0;
Bayárcal;Confirmados PDIA 7 días;0;
Bayárcal;Tasa PDIA 7 dias;0;
Bayárcal;Total Confirmados ;35;
Bayárcal;Curados;34;
Bayárcal;Fallecidos;1;
Benínar;Confirmados PDIA;;
Benínar;Confirmados PDIA 14 días;;
Benínar;Tasa PDIA 14 días;0;
Benínar;Confirmados PDIA 7 días;;
Benínar;Tasa PDIA 7 dias;0;
Benínar;Total Confirmados ;;
Benínar;Curados;;
Benínar;Fallecidos;;
Berja;Confirmados PDIA;1960;
Berja;Confirmados PDIA 14 días;0;
Berja;Tasa PDIA 14 días;0;
Berja;Confirmados PDIA 7 días;0;
Berja;Tasa PDIA 7 dias;0;
Berja;Total Confirmados ;1961;
Berja;Curados;1929;
Berja;Fallecidos;20;
Dalías;Confirmados PDIA;588;
Dalías;Confirmados PDIA 14 días;0;
Dalías;Tasa PDIA 14 días;0;
Dalías;Confirmados PDIA 7 días;0;
Dalías;Tasa PDIA 7 dias;0;
Dalías;Total Confirmados ;589;
Dalías;Curados;575;
Dalías;Fallecidos;9;
Darrical;Confirmados PDIA;;
Darrical;Confirmados PDIA 14 días;;
Darrical;Tasa PDIA 14 días;0;
Darrical;Confirmados PDIA 7 días;;
Darrical;Tasa PDIA 7 dias;0;
Darrical;Total Confirmados ;;
Darrical;Curados;;
Darrical;Fallecidos;;
Doña María Ocaña;Confirmados PDIA;;
Doña María Ocaña;Confirmados PDIA 14 días;;
Doña María Ocaña;Tasa PDIA 14 días;0;
Doña María Ocaña;Confirmados PDIA 7 días;;
Doña María Ocaña;Tasa PDIA 7 dias;0;
Doña María Ocaña;Total Confirmados ;;
Doña María Ocaña;Curados;;
Doña María Ocaña;Fallecidos;;
Ejido (El);Confirmados PDIA;13763;
Ejido (El);Confirmados PDIA 14 días;0;
Ejido (El);Tasa PDIA 14 días;0;
Ejido (El);Confirmados PDIA 7 días;0;
Ejido (El);Tasa PDIA 7 dias;0;
Ejido (El);Total Confirmados ;13790;
Ejido (El);Curados;13580;
Ejido (El);Fallecidos;110;
Enix;Confirmados PDIA;31;
Enix;Confirmados PDIA 14 días;0;
Enix;Tasa PDIA 14 días;0;
Enix;Confirmados PDIA 7 días;0;
Enix;Tasa PDIA 7 dias;0;
Enix;Total Confirmados ;31;
Enix;Curados;30;
Enix;Fallecidos;1;
Escúllar;Confirmados PDIA;;
Escúllar;Confirmados PDIA 14 días;;
Escúllar;Tasa PDIA 14 días;0;
Escúllar;Confirmados PDIA 7 días;;
Escúllar;Tasa PDIA 7 dias;0;
Escúllar;Total Confirmados ;;
Escúllar;Curados;;
Escúllar;Fallecidos;;
Felix;Confirmados PDIA;63;
Felix;Confirmados PDIA 14 días;0;
Felix;Tasa PDIA 14 días;0;
Felix;Confirmados PDIA 7 días;0;
Felix;Tasa PDIA 7 dias;0;
Felix;Total Confirmados ;63;
Felix;Curados;63;
Felix;Fallecidos;0;
Fondón;Confirmados PDIA;105;
Fondón;Confirmados PDIA 14 días;0;
Fondón;Tasa PDIA 14 días;0;
Fondón;Confirmados PDIA 7 días;0;
Fondón;Tasa PDIA 7 dias;0;
Fondón;Total Confirmados ;105;
Fondón;Curados;102;
Fondón;Fallecidos;0;
Láujar de Andarax;Confirmados PDIA;273;
Láujar de Andarax;Confirmados PDIA 14 días;0;
Láujar de Andarax;Tasa PDIA 14 días;0;
Láujar de Andarax;Confirmados PDIA 7 días;0;
Láujar de Andarax;Tasa PDIA 7 dias;0;
Láujar de Andarax;Total Confirmados ;273;
Láujar de Andarax;Curados;272;
Láujar de Andarax;Fallecidos;1;
Mojonera (La);Confirmados PDIA;1403;
Mojonera (La);Confirmados PDIA 14 días;0;
Mojonera (La);Tasa PDIA 14 días;0;
Mojonera (La);Confirmados PDIA 7 días;0;
Mojonera (La);Tasa PDIA 7 dias;0;
Mojonera (La);Total Confirmados ;1406;
Mojonera (La);Curados;1387;
Mojonera (La);Fallecidos;9;
Ocaña;Confirmados PDIA;;
Ocaña;Confirmados PDIA 14 días;;
Ocaña;Tasa PDIA 14 días;0;
Ocaña;Confirmados PDIA 7 días;;
Ocaña;Tasa PDIA 7 dias;0;
Ocaña;Total Confirmados ;;
Ocaña;Curados;;
Ocaña;Fallecidos;;
Paterna del Río;Confirmados PDIA;24;
Paterna del Río;Confirmados PDIA 14 días;0;
Paterna del Río;Tasa PDIA 14 días;0;
Paterna del Río;Confirmados PDIA 7 días;0;
Paterna del Río;Tasa PDIA 7 dias;0;
Paterna del Río;Total Confirmados ;24;
Paterna del Río;Curados;24;
Paterna del Río;Fallecidos;0;
Roquetas de Mar;Confirmados PDIA;14629;
Roquetas de Mar;Confirmados PDIA 14 días;0;
Roquetas de Mar;Tasa PDIA 14 días;0;
Roquetas de Mar;Confirmados PDIA 7 días;0;
Roquetas de Mar;Tasa PDIA 7 dias;0;
Roquetas de Mar;Total Confirmados ;14673;
Roquetas de Mar;Curados;14492;
Roquetas de Mar;Fallecidos;104;
Vícar;Confirmados PDIA;3892;
Vícar;Confirmados PDIA 14 días;0;
Vícar;Tasa PDIA 14 días;0;
Vícar;Confirmados PDIA 7 días;0;
Vícar;Tasa PDIA 7 dias;0;
Vícar;Total Confirmados ;3897;
Vícar;Curados;3823;
Vícar;Fallecidos;44;
Municipio de Almería sin especificar;Confirmados PDIA;91;
Municipio de Almería sin especificar;Confirmados PDIA 14 días;0;
Municipio de Almería sin especificar;Tasa PDIA 14 días;0;
Municipio de Almería sin especificar;Confirmados PDIA 7 días;0;
Municipio de Almería sin especificar;Tasa PDIA 7 dias;0;
Municipio de Almería sin especificar;Total Confirmados ;91;
Municipio de Almería sin especificar;Curados;83;
Municipio de Almería sin especificar;Fallecidos;2;

          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
     
