Fecha;Territorio;Tipo vacuna;Medida;Valor;
14/03/2022;Córdoba;Moderna;Dosis administradas;327378;
14/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183316;
14/03/2022;Córdoba;Janssen;Dosis administradas;25896;
14/03/2022;Córdoba;Novavax;Dosis administradas;;
14/03/2022;Granada;TOTAL;Dosis administradas;1976763;
14/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1341083;
14/03/2022;Granada;Moderna;Dosis administradas;403784;
14/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201382;
14/03/2022;Granada;Janssen;Dosis administradas;30514;
14/03/2022;Granada;Novavax;Dosis administradas;;
14/03/2022;Huelva;TOTAL;Dosis administradas;1116619;
14/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;763188;
14/03/2022;Huelva;Moderna;Dosis administradas;210175;
14/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113488;
14/03/2022;Huelva;Janssen;Dosis administradas;29768;
14/03/2022;Huelva;Novavax;Dosis administradas;;
14/03/2022;Jaén;TOTAL;Dosis administradas;1397016;
14/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;973939;
14/03/2022;Jaén;Moderna;Dosis administradas;254389;
14/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147377;
14/03/2022;Jaén;Janssen;Dosis administradas;21311;
14/03/2022;Jaén;Novavax;Dosis administradas;;
14/03/2022;Málaga;TOTAL;Dosis administradas;3414134;
14/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2417431;
14/03/2022;Málaga;Moderna;Dosis administradas;616184;
14/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329161;
14/03/2022;Málaga;Janssen;Dosis administradas;51358;
14/03/2022;Málaga;Novavax;Dosis administradas;;
14/03/2022;Sevilla;TOTAL;Dosis administradas;4242869;
14/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2892077;
14/03/2022;Sevilla;Moderna;Dosis administradas;871185;
14/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397214;
14/03/2022;Sevilla;Janssen;Dosis administradas;82393;
14/03/2022;Sevilla;Novavax;Dosis administradas;;
11/03/2022;Andalucía;TOTAL;Dosis administradas;18126101;
11/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12503742;
11/03/2022;Andalucía;Moderna;Dosis administradas;3511321;
11/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1784118;
11/03/2022;Andalucía;Janssen;Dosis administradas;326920;
11/03/2022;Andalucía;Novavax;Dosis administradas;0;
11/03/2022;Almería;TOTAL;Dosis administradas;1544542;
11/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1061929;
11/03/2022;Almería;Moderna;Dosis administradas;300294;
11/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147703;
11/03/2022;Almería;Janssen;Dosis administradas;34616;
11/03/2022;Almería;Novavax;Dosis administradas;;
11/03/2022;Cádiz;TOTAL;Dosis administradas;2687182;
11/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1840517;
11/03/2022;Cádiz;Moderna;Dosis administradas;531056;
11/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264537;
11/03/2022;Cádiz;Janssen;Dosis administradas;51072;
11/03/2022;Cádiz;Novavax;Dosis administradas;;
11/03/2022;Córdoba;TOTAL;Dosis administradas;1759131;
11/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1222979;
11/03/2022;Córdoba;Moderna;Dosis administradas;326965;
11/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183291;
11/03/2022;Córdoba;Janssen;Dosis administradas;25896;
11/03/2022;Córdoba;Novavax;Dosis administradas;;
11/03/2022;Granada;TOTAL;Dosis administradas;1974542;
11/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1339473;
11/03/2022;Granada;Moderna;Dosis administradas;403183;
11/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201374;
11/03/2022;Granada;Janssen;Dosis administradas;30512;
11/03/2022;Granada;Novavax;Dosis administradas;;
11/03/2022;Huelva;TOTAL;Dosis administradas;1115064;
11/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;761823;
11/03/2022;Huelva;Moderna;Dosis administradas;209989;
11/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113485;
11/03/2022;Huelva;Janssen;Dosis administradas;29767;
11/03/2022;Huelva;Novavax;Dosis administradas;;
11/03/2022;Jaén;TOTAL;Dosis administradas;1395983;
11/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;973095;
11/03/2022;Jaén;Moderna;Dosis administradas;254207;
11/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147371;
11/03/2022;Jaén;Janssen;Dosis administradas;21310;
11/03/2022;Jaén;Novavax;Dosis administradas;;
11/03/2022;Málaga;TOTAL;Dosis administradas;3410693;
11/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2414975;
11/03/2022;Málaga;Moderna;Dosis administradas;615211;
11/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329151;
11/03/2022;Málaga;Janssen;Dosis administradas;51356;
11/03/2022;Málaga;Novavax;Dosis administradas;;
11/03/2022;Sevilla;TOTAL;Dosis administradas;4238964;
11/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2888951;
11/03/2022;Sevilla;Moderna;Dosis administradas;870416;
11/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397206;
11/03/2022;Sevilla;Janssen;Dosis administradas;82391;
11/03/2022;Sevilla;Novavax;Dosis administradas;;
10/03/2022;Andalucía;TOTAL;Dosis administradas;18105197;
10/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12487298;
10/03/2022;Andalucía;Moderna;Dosis administradas;3506946;
10/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1784059;
10/03/2022;Andalucía;Janssen;Dosis administradas;326894;
10/03/2022;Andalucía;Novavax;Dosis administradas;;
10/03/2022;Almería;TOTAL;Dosis administradas;1542730;
10/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1060392;
10/03/2022;Almería;Moderna;Dosis administradas;300030;
10/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147695;
10/03/2022;Almería;Janssen;Dosis administradas;34613;
10/03/2022;Almería;Novavax;Dosis administradas;;
10/03/2022;Cádiz;TOTAL;Dosis administradas;2684217;
10/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1838281;
10/03/2022;Cádiz;Moderna;Dosis administradas;530337;
10/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264534;
10/03/2022;Cádiz;Janssen;Dosis administradas;51065;
10/03/2022;Cádiz;Novavax;Dosis administradas;;
10/03/2022;Córdoba;TOTAL;Dosis administradas;1757749;
10/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1221942;
10/03/2022;Córdoba;Moderna;Dosis administradas;326629;
10/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183284;
10/03/2022;Córdoba;Janssen;Dosis administradas;25894;
10/03/2022;Córdoba;Novavax;Dosis administradas;;
10/03/2022;Granada;TOTAL;Dosis administradas;1972255;
10/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1337780;
10/03/2022;Granada;Moderna;Dosis administradas;402605;
10/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201361;
10/03/2022;Granada;Janssen;Dosis administradas;30509;
10/03/2022;Granada;Novavax;Dosis administradas;;
10/03/2022;Huelva;TOTAL;Dosis administradas;1113837;
10/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;760827;
10/03/2022;Huelva;Moderna;Dosis administradas;209765;
10/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113481;
10/03/2022;Huelva;Janssen;Dosis administradas;29764;
10/03/2022;Huelva;Novavax;Dosis administradas;;
10/03/2022;Jaén;TOTAL;Dosis administradas;1394445;
10/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;971734;
10/03/2022;Jaén;Moderna;Dosis administradas;254036;
10/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147366;
10/03/2022;Jaén;Janssen;Dosis administradas;21309;
10/03/2022;Jaén;Novavax;Dosis administradas;;
10/03/2022;Málaga;TOTAL;Dosis administradas;3407147;
10/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2412350;
10/03/2022;Málaga;Moderna;Dosis administradas;614306;
10/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329139;
10/03/2022;Málaga;Janssen;Dosis administradas;51352;
10/03/2022;Málaga;Novavax;Dosis administradas;;
10/03/2022;Sevilla;TOTAL;Dosis administradas;4232817;
10/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2883992;
10/03/2022;Sevilla;Moderna;Dosis administradas;869238;
10/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397199;
10/03/2022;Sevilla;Janssen;Dosis administradas;82388;
10/03/2022;Sevilla;Novavax;Dosis administradas;;
09/03/2022;Andalucía;TOTAL;Dosis administradas;18082801;
09/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12469885;
09/03/2022;Andalucía;Moderna;Dosis administradas;3502048;
09/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783986;
09/03/2022;Andalucía;Janssen;Dosis administradas;326882;
09/03/2022;Andalucía;Novavax;Dosis administradas;;
09/03/2022;Almería;TOTAL;Dosis administradas;1541014;
09/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1059033;
09/03/2022;Almería;Moderna;Dosis administradas;299677;
09/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147693;
09/03/2022;Almería;Janssen;Dosis administradas;34611;
09/03/2022;Almería;Novavax;Dosis administradas;;
09/03/2022;Cádiz;TOTAL;Dosis administradas;2680509;
09/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1835017;
09/03/2022;Cádiz;Moderna;Dosis administradas;529903;
09/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264528;
09/03/2022;Cádiz;Janssen;Dosis administradas;51061;
09/03/2022;Cádiz;Novavax;Dosis administradas;;
09/03/2022;Córdoba;TOTAL;Dosis administradas;1756372;
09/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1220931;
09/03/2022;Córdoba;Moderna;Dosis administradas;326278;
09/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183269;
09/03/2022;Córdoba;Janssen;Dosis administradas;25894;
09/03/2022;Córdoba;Novavax;Dosis administradas;;
09/03/2022;Granada;TOTAL;Dosis administradas;1969825;
09/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1335801;
09/03/2022;Granada;Moderna;Dosis administradas;402163;
09/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201353;
09/03/2022;Granada;Janssen;Dosis administradas;30508;
09/03/2022;Granada;Novavax;Dosis administradas;;
09/03/2022;Huelva;TOTAL;Dosis administradas;1113213;
09/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;760417;
09/03/2022;Huelva;Moderna;Dosis administradas;209557;
09/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113475;
09/03/2022;Huelva;Janssen;Dosis administradas;29764;
09/03/2022;Huelva;Novavax;Dosis administradas;;
09/03/2022;Jaén;TOTAL;Dosis administradas;1392367;
09/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;970099;
09/03/2022;Jaén;Moderna;Dosis administradas;253597;
09/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147362;
09/03/2022;Jaén;Janssen;Dosis administradas;21309;
09/03/2022;Jaén;Novavax;Dosis administradas;;
09/03/2022;Málaga;TOTAL;Dosis administradas;3403210;
09/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2409553;
09/03/2022;Málaga;Moderna;Dosis administradas;613185;
09/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329122;
09/03/2022;Málaga;Janssen;Dosis administradas;51350;
09/03/2022;Málaga;Novavax;Dosis administradas;;
09/03/2022;Sevilla;TOTAL;Dosis administradas;4226291;
09/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2879034;
09/03/2022;Sevilla;Moderna;Dosis administradas;867688;
09/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397184;
09/03/2022;Sevilla;Janssen;Dosis administradas;82385;
09/03/2022;Sevilla;Novavax;Dosis administradas;;
08/03/2022;Andalucía;TOTAL;Dosis administradas;18061615;
08/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12453525;
08/03/2022;Andalucía;Moderna;Dosis administradas;3497323;
08/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783907;
08/03/2022;Andalucía;Janssen;Dosis administradas;326860;
08/03/2022;Andalucía;Novavax;Dosis administradas;;
08/03/2022;Almería;TOTAL;Dosis administradas;1539323;
08/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1057786;
08/03/2022;Almería;Moderna;Dosis administradas;299250;
08/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147682;
08/03/2022;Almería;Janssen;Dosis administradas;34605;
08/03/2022;Almería;Novavax;Dosis administradas;;
08/03/2022;Cádiz;TOTAL;Dosis administradas;2677825;
08/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1832951;
08/03/2022;Cádiz;Moderna;Dosis administradas;529299;
08/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264517;
08/03/2022;Cádiz;Janssen;Dosis administradas;51058;
08/03/2022;Cádiz;Novavax;Dosis administradas;;
08/03/2022;Córdoba;TOTAL;Dosis administradas;1755317;
08/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1220160;
08/03/2022;Córdoba;Moderna;Dosis administradas;326001;
08/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183262;
08/03/2022;Córdoba;Janssen;Dosis administradas;25894;
08/03/2022;Córdoba;Novavax;Dosis administradas;;
08/03/2022;Granada;TOTAL;Dosis administradas;1967011;
08/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1333436;
08/03/2022;Granada;Moderna;Dosis administradas;401724;
08/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201348;
08/03/2022;Granada;Janssen;Dosis administradas;30503;
08/03/2022;Granada;Novavax;Dosis administradas;;
08/03/2022;Huelva;TOTAL;Dosis administradas;1112575;
08/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;760016;
08/03/2022;Huelva;Moderna;Dosis administradas;209329;
08/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113469;
08/03/2022;Huelva;Janssen;Dosis administradas;29761;
08/03/2022;Huelva;Novavax;Dosis administradas;;
08/03/2022;Jaén;TOTAL;Dosis administradas;1391057;
08/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;969092;
08/03/2022;Jaén;Moderna;Dosis administradas;253296;
08/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147360;
08/03/2022;Jaén;Janssen;Dosis administradas;21309;
08/03/2022;Jaén;Novavax;Dosis administradas;;
08/03/2022;Málaga;TOTAL;Dosis administradas;3399278;
08/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2406754;
08/03/2022;Málaga;Moderna;Dosis administradas;612081;
08/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329094;
08/03/2022;Málaga;Janssen;Dosis administradas;51349;
08/03/2022;Málaga;Novavax;Dosis administradas;;
08/03/2022;Sevilla;TOTAL;Dosis administradas;4219229;
08/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2873330;
08/03/2022;Sevilla;Moderna;Dosis administradas;866343;
08/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397175;
08/03/2022;Sevilla;Janssen;Dosis administradas;82381;
08/03/2022;Sevilla;Novavax;Dosis administradas;;
07/03/2022;Andalucía;TOTAL;Dosis administradas;18041660;
07/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12438333;
07/03/2022;Andalucía;Moderna;Dosis administradas;3492679;
07/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783805;
07/03/2022;Andalucía;Janssen;Dosis administradas;326843;
07/03/2022;Andalucía;Novavax;Dosis administradas;;
07/03/2022;Almería;TOTAL;Dosis administradas;1537148;
07/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1056227;
07/03/2022;Almería;Moderna;Dosis administradas;298646;
07/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147673;
07/03/2022;Almería;Janssen;Dosis administradas;34602;
07/03/2022;Almería;Novavax;Dosis administradas;;
07/03/2022;Cádiz;TOTAL;Dosis administradas;2675329;
07/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1830767;
07/03/2022;Cádiz;Moderna;Dosis administradas;528993;
07/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264511;
07/03/2022;Cádiz;Janssen;Dosis administradas;51058;
07/03/2022;Cádiz;Novavax;Dosis administradas;;
07/03/2022;Córdoba;TOTAL;Dosis administradas;1754276;
07/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1219562;
07/03/2022;Córdoba;Moderna;Dosis administradas;325582;
07/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183239;
07/03/2022;Córdoba;Janssen;Dosis administradas;25893;
07/03/2022;Córdoba;Novavax;Dosis administradas;;
07/03/2022;Granada;TOTAL;Dosis administradas;1964471;
07/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1331152;
07/03/2022;Granada;Moderna;Dosis administradas;401478;
07/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201339;
07/03/2022;Granada;Janssen;Dosis administradas;30502;
07/03/2022;Granada;Novavax;Dosis administradas;;
07/03/2022;Huelva;TOTAL;Dosis administradas;1111869;
07/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;759743;
07/03/2022;Huelva;Moderna;Dosis administradas;208901;
07/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113465;
07/03/2022;Huelva;Janssen;Dosis administradas;29760;
07/03/2022;Huelva;Novavax;Dosis administradas;;
07/03/2022;Jaén;TOTAL;Dosis administradas;1389876;
07/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;968113;
07/03/2022;Jaén;Moderna;Dosis administradas;253097;
07/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147358;
07/03/2022;Jaén;Janssen;Dosis administradas;21308;
07/03/2022;Jaén;Novavax;Dosis administradas;;
07/03/2022;Málaga;TOTAL;Dosis administradas;3395599;
07/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2404184;
07/03/2022;Málaga;Moderna;Dosis administradas;611015;
07/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329058;
07/03/2022;Málaga;Janssen;Dosis administradas;51342;
07/03/2022;Málaga;Novavax;Dosis administradas;;
07/03/2022;Sevilla;TOTAL;Dosis administradas;4213092;
07/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2868585;
07/03/2022;Sevilla;Moderna;Dosis administradas;864967;
07/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397162;
07/03/2022;Sevilla;Janssen;Dosis administradas;82378;
07/03/2022;Sevilla;Novavax;Dosis administradas;;
04/03/2022;Andalucía;TOTAL;Dosis administradas;18008903;
04/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12410610;
04/03/2022;Andalucía;Moderna;Dosis administradas;3487751;
04/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783727;
04/03/2022;Andalucía;Janssen;Dosis administradas;326815;
04/03/2022;Andalucía;Novavax;Dosis administradas;;
04/03/2022;Almería;TOTAL;Dosis administradas;1533774;
04/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1053605;
04/03/2022;Almería;Moderna;Dosis administradas;297907;
04/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147663;
04/03/2022;Almería;Janssen;Dosis administradas;34599;
04/03/2022;Almería;Novavax;Dosis administradas;;
04/03/2022;Cádiz;TOTAL;Dosis administradas;2669209;
04/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1825402;
04/03/2022;Cádiz;Moderna;Dosis administradas;528261;
04/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264493;
04/03/2022;Cádiz;Janssen;Dosis administradas;51053;
04/03/2022;Cádiz;Novavax;Dosis administradas;;
04/03/2022;Córdoba;TOTAL;Dosis administradas;1749441;
04/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1215008;
04/03/2022;Córdoba;Moderna;Dosis administradas;325317;
04/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183226;
04/03/2022;Córdoba;Janssen;Dosis administradas;25890;
04/03/2022;Córdoba;Novavax;Dosis administradas;;
04/03/2022;Granada;TOTAL;Dosis administradas;1961785;
04/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1328719;
04/03/2022;Granada;Moderna;Dosis administradas;401234;
04/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201330;
04/03/2022;Granada;Janssen;Dosis administradas;30502;
04/03/2022;Granada;Novavax;Dosis administradas;;
04/03/2022;Huelva;TOTAL;Dosis administradas;1107573;
04/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;755708;
04/03/2022;Huelva;Moderna;Dosis administradas;208642;
04/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113463;
04/03/2022;Huelva;Janssen;Dosis administradas;29760;
04/03/2022;Huelva;Novavax;Dosis administradas;;
04/03/2022;Jaén;TOTAL;Dosis administradas;1386730;
04/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;965392;
04/03/2022;Jaén;Moderna;Dosis administradas;252689;
04/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147348;
04/03/2022;Jaén;Janssen;Dosis administradas;21301;
04/03/2022;Jaén;Novavax;Dosis administradas;;
04/03/2022;Málaga;TOTAL;Dosis administradas;3391420;
04/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2401173;
04/03/2022;Málaga;Moderna;Dosis administradas;609864;
04/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329047;
04/03/2022;Málaga;Janssen;Dosis administradas;51336;
04/03/2022;Málaga;Novavax;Dosis administradas;;
04/03/2022;Sevilla;TOTAL;Dosis administradas;4208971;
04/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2865603;
04/03/2022;Sevilla;Moderna;Dosis administradas;863837;
04/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397157;
04/03/2022;Sevilla;Janssen;Dosis administradas;82374;
04/03/2022;Sevilla;Novavax;Dosis administradas;;
03/03/2022;Andalucía;TOTAL;Dosis administradas;17996213;
03/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12402332;
03/03/2022;Andalucía;Moderna;Dosis administradas;3483450;
03/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783641;
03/03/2022;Andalucía;Janssen;Dosis administradas;326790;
03/03/2022;Andalucía;Novavax;Dosis administradas;;
03/03/2022;Almería;TOTAL;Dosis administradas;1532338;
03/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1052599;
03/03/2022;Almería;Moderna;Dosis administradas;297480;
03/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147660;
03/03/2022;Almería;Janssen;Dosis administradas;34599;
03/03/2022;Almería;Novavax;Dosis administradas;;
03/03/2022;Cádiz;TOTAL;Dosis administradas;2667583;
03/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1824326;
03/03/2022;Cádiz;Moderna;Dosis administradas;527720;
03/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264485;
03/03/2022;Cádiz;Janssen;Dosis administradas;51052;
03/03/2022;Cádiz;Novavax;Dosis administradas;;
03/03/2022;Córdoba;TOTAL;Dosis administradas;1748709;
03/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1214462;
03/03/2022;Córdoba;Moderna;Dosis administradas;325155;
03/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183202;
03/03/2022;Córdoba;Janssen;Dosis administradas;25890;
03/03/2022;Córdoba;Novavax;Dosis administradas;;
03/03/2022;Granada;TOTAL;Dosis administradas;1960233;
03/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1327438;
03/03/2022;Granada;Moderna;Dosis administradas;400978;
03/03/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201319;
03/03/2022;Granada;Janssen;Dosis administradas;30498;
03/03/2022;Granada;Novavax;Dosis administradas;;
03/03/2022;Huelva;TOTAL;Dosis administradas;1106860;
03/03/2022;Huelva;Pfizer/BioNtech;Dosis administradas;755301;
03/03/2022;Huelva;Moderna;Dosis administradas;208342;
03/03/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113460;
03/03/2022;Huelva;Janssen;Dosis administradas;29757;
03/03/2022;Huelva;Novavax;Dosis administradas;;
03/03/2022;Jaén;TOTAL;Dosis administradas;1385845;
03/03/2022;Jaén;Pfizer/BioNtech;Dosis administradas;964721;
03/03/2022;Jaén;Moderna;Dosis administradas;252478;
03/03/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147348;
03/03/2022;Jaén;Janssen;Dosis administradas;21298;
03/03/2022;Jaén;Novavax;Dosis administradas;;
03/03/2022;Málaga;TOTAL;Dosis administradas;3388676;
03/03/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2399562;
03/03/2022;Málaga;Moderna;Dosis administradas;608769;
03/03/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329019;
03/03/2022;Málaga;Janssen;Dosis administradas;51326;
03/03/2022;Málaga;Novavax;Dosis administradas;;
03/03/2022;Sevilla;TOTAL;Dosis administradas;4205969;
03/03/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2863923;
03/03/2022;Sevilla;Moderna;Dosis administradas;862528;
03/03/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397148;
03/03/2022;Sevilla;Janssen;Dosis administradas;82370;
03/03/2022;Sevilla;Novavax;Dosis administradas;;
02/03/2022;Andalucía;TOTAL;Dosis administradas;17980201;
02/03/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12391587;
02/03/2022;Andalucía;Moderna;Dosis administradas;3478314;
02/03/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1783552;
02/03/2022;Andalucía;Janssen;Dosis administradas;326748;
02/03/2022;Andalucía;Novavax;Dosis administradas;;
02/03/2022;Almería;TOTAL;Dosis administradas;1530749;
02/03/2022;Almería;Pfizer/BioNtech;Dosis administradas;1051569;
02/03/2022;Almería;Moderna;Dosis administradas;296940;
02/03/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147650;
02/03/2022;Almería;Janssen;Dosis administradas;34590;
02/03/2022;Almería;Novavax;Dosis administradas;;
02/03/2022;Cádiz;TOTAL;Dosis administradas;2665905;
02/03/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1822998;
02/03/2022;Cádiz;Moderna;Dosis administradas;527380;
02/03/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264477;
02/03/2022;Cádiz;Janssen;Dosis administradas;51050;
02/03/2022;Cádiz;Novavax;Dosis administradas;;
02/03/2022;Córdoba;TOTAL;Dosis administradas;1747284;
02/03/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1213438;
02/03/2022;Córdoba;Moderna;Dosis administradas;324767;
02/03/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183196;
02/03/2022;Córdoba;Janssen;Dosis administradas;25883;
02/03/2022;Córdoba;Novavax;Dosis administradas;;
02/03/2022;Granada;TOTAL;Dosis administradas;1958386;
02/03/2022;Granada;Pfizer/BioNtech;Dosis administradas;1325990;
