Territorio;Medida;Valor;
Genalguacil;Curados;29;
Genalguacil;Fallecidos;0;
Igualeja;Confirmados PDIA;73;
Igualeja;Confirmados PDIA 14 días;0;
Igualeja;Tasa PDIA 14 días;0;
Igualeja;Confirmados PDIA 7 días;0;
Igualeja;Tasa PDIA 7 dias;0;
Igualeja;Total Confirmados ;73;
Igualeja;Curados;70;
Igualeja;Fallecidos;3;
Jimera de Líbar;Confirmados PDIA;37;
Jimera de Líbar;Confirmados PDIA 14 días;0;
Jimera de Líbar;Tasa PDIA 14 días;0;
Jimera de Líbar;Confirmados PDIA 7 días;0;
Jimera de Líbar;Tasa PDIA 7 dias;0;
Jimera de Líbar;Total Confirmados ;37;
Jimera de Líbar;Curados;37;
Jimera de Líbar;Fallecidos;0;
Jubrique;Confirmados PDIA;52;
Jubrique;Confirmados PDIA 14 días;0;
Jubrique;Tasa PDIA 14 días;0;
Jubrique;Confirmados PDIA 7 días;0;
Jubrique;Tasa PDIA 7 dias;0;
Jubrique;Total Confirmados ;52;
Jubrique;Curados;51;
Jubrique;Fallecidos;1;
Júzcar;Confirmados PDIA;19;
Júzcar;Confirmados PDIA 14 días;0;
Júzcar;Tasa PDIA 14 días;0;
Júzcar;Confirmados PDIA 7 días;0;
Júzcar;Tasa PDIA 7 dias;0;
Júzcar;Total Confirmados ;19;
Júzcar;Curados;19;
Júzcar;Fallecidos;0;
Montecorto;Confirmados PDIA;54;
Montecorto;Confirmados PDIA 14 días;0;
Montecorto;Tasa PDIA 14 días;0;
Montecorto;Confirmados PDIA 7 días;0;
Montecorto;Tasa PDIA 7 dias;0;
Montecorto;Total Confirmados ;54;
Montecorto;Curados;52;
Montecorto;Fallecidos;2;
Montejaque;Confirmados PDIA;153;
Montejaque;Confirmados PDIA 14 días;0;
Montejaque;Tasa PDIA 14 días;0;
Montejaque;Confirmados PDIA 7 días;0;
Montejaque;Tasa PDIA 7 dias;0;
Montejaque;Total Confirmados ;154;
Montejaque;Curados;149;
Montejaque;Fallecidos;5;
Parauta;Confirmados PDIA;12;
Parauta;Confirmados PDIA 14 días;0;
Parauta;Tasa PDIA 14 días;0;
Parauta;Confirmados PDIA 7 días;0;
Parauta;Tasa PDIA 7 dias;0;
Parauta;Total Confirmados ;12;
Parauta;Curados;12;
Parauta;Fallecidos;0;
Pujerra;Confirmados PDIA;8;
Pujerra;Confirmados PDIA 14 días;0;
Pujerra;Tasa PDIA 14 días;0;
Pujerra;Confirmados PDIA 7 días;0;
Pujerra;Tasa PDIA 7 dias;0;
Pujerra;Total Confirmados ;8;
Pujerra;Curados;8;
Pujerra;Fallecidos;0;
Ronda;Confirmados PDIA;6937;
Ronda;Confirmados PDIA 14 días;0;
Ronda;Tasa PDIA 14 días;0;
Ronda;Confirmados PDIA 7 días;0;
Ronda;Tasa PDIA 7 dias;0;
Ronda;Total Confirmados ;7013;
Ronda;Curados;6899;
Ronda;Fallecidos;112;
Serrato;Confirmados PDIA;104;
Serrato;Confirmados PDIA 14 días;0;
Serrato;Tasa PDIA 14 días;0;
Serrato;Confirmados PDIA 7 días;0;
Serrato;Tasa PDIA 7 dias;0;
Serrato;Total Confirmados ;104;
Serrato;Curados;104;
Serrato;Fallecidos;0;
Valle del Guadalhorce;Confirmados PDIA;24708;
Valle del Guadalhorce;Confirmados PDIA 14 días;0;
Valle del Guadalhorce;Tasa PDIA 14 días;0;
Valle del Guadalhorce;Confirmados PDIA 7 días;0;
Valle del Guadalhorce;Tasa PDIA 7 dias;0;
Valle del Guadalhorce;Total Confirmados ;24847;
Valle del Guadalhorce;Curados;24299;
Valle del Guadalhorce;Fallecidos;211;
Alhaurín de la Torre;Confirmados PDIA;7523;
Alhaurín de la Torre;Confirmados PDIA 14 días;0;
Alhaurín de la Torre;Tasa PDIA 14 días;0;
Alhaurín de la Torre;Confirmados PDIA 7 días;0;
Alhaurín de la Torre;Tasa PDIA 7 dias;0;
Alhaurín de la Torre;Total Confirmados ;7576;
Alhaurín de la Torre;Curados;7412;
Alhaurín de la Torre;Fallecidos;54;
Alhaurín el Grande;Confirmados PDIA;4168;
Alhaurín el Grande;Confirmados PDIA 14 días;0;
Alhaurín el Grande;Tasa PDIA 14 días;0;
Alhaurín el Grande;Confirmados PDIA 7 días;0;
Alhaurín el Grande;Tasa PDIA 7 dias;0;
Alhaurín el Grande;Total Confirmados ;4195;
Alhaurín el Grande;Curados;4122;
Alhaurín el Grande;Fallecidos;27;
Álora;Confirmados PDIA;2005;
Álora;Confirmados PDIA 14 días;0;
Álora;Tasa PDIA 14 días;0;
Álora;Confirmados PDIA 7 días;0;
Álora;Tasa PDIA 7 dias;0;
Álora;Total Confirmados ;2020;
Álora;Curados;1964;
Álora;Fallecidos;24;
Alozaina;Confirmados PDIA;249;
Alozaina;Confirmados PDIA 14 días;0;
Alozaina;Tasa PDIA 14 días;0;
Alozaina;Confirmados PDIA 7 días;0;
Alozaina;Tasa PDIA 7 dias;0;
Alozaina;Total Confirmados ;252;
Alozaina;Curados;242;
Alozaina;Fallecidos;5;
Ardales;Confirmados PDIA;305;
Ardales;Confirmados PDIA 14 días;0;
Ardales;Tasa PDIA 14 días;0;
Ardales;Confirmados PDIA 7 días;0;
Ardales;Tasa PDIA 7 dias;0;
Ardales;Total Confirmados ;305;
Ardales;Curados;301;
Ardales;Fallecidos;1;
Carratraca;Confirmados PDIA;70;
Carratraca;Confirmados PDIA 14 días;0;
Carratraca;Tasa PDIA 14 días;0;
Carratraca;Confirmados PDIA 7 días;0;
Carratraca;Tasa PDIA 7 dias;0;
Carratraca;Total Confirmados ;70;
Carratraca;Curados;69;
Carratraca;Fallecidos;0;
Cártama;Confirmados PDIA;3556;
Cártama;Confirmados PDIA 14 días;0;
Cártama;Tasa PDIA 14 días;0;
Cártama;Confirmados PDIA 7 días;0;
Cártama;Tasa PDIA 7 dias;0;
Cártama;Total Confirmados ;3569;
Cártama;Curados;3504;
Cártama;Fallecidos;21;
Casarabonela;Confirmados PDIA;303;
Casarabonela;Confirmados PDIA 14 días;0;
Casarabonela;Tasa PDIA 14 días;0;
Casarabonela;Confirmados PDIA 7 días;0;
Casarabonela;Tasa PDIA 7 dias;0;
Casarabonela;Total Confirmados ;304;
Casarabonela;Curados;293;
Casarabonela;Fallecidos;4;
Coín;Confirmados PDIA;3902;
Coín;Confirmados PDIA 14 días;0;
Coín;Tasa PDIA 14 días;0;
Coín;Confirmados PDIA 7 días;0;
Coín;Tasa PDIA 7 dias;0;
Coín;Total Confirmados ;3922;
Coín;Curados;3824;
Coín;Fallecidos;32;
Guaro;Confirmados PDIA;302;
Guaro;Confirmados PDIA 14 días;0;
Guaro;Tasa PDIA 14 días;0;
Guaro;Confirmados PDIA 7 días;0;
Guaro;Tasa PDIA 7 dias;0;
Guaro;Total Confirmados ;305;
Guaro;Curados;278;
Guaro;Fallecidos;22;
Monda;Confirmados PDIA;378;
Monda;Confirmados PDIA 14 días;0;
Monda;Tasa PDIA 14 días;0;
Monda;Confirmados PDIA 7 días;0;
Monda;Tasa PDIA 7 dias;0;
Monda;Total Confirmados ;379;
Monda;Curados;372;
Monda;Fallecidos;4;
Pizarra;Confirmados PDIA;1329;
Pizarra;Confirmados PDIA 14 días;0;
Pizarra;Tasa PDIA 14 días;0;
Pizarra;Confirmados PDIA 7 días;0;
Pizarra;Tasa PDIA 7 dias;0;
Pizarra;Total Confirmados ;1332;
Pizarra;Curados;1315;
Pizarra;Fallecidos;6;
Tolox;Confirmados PDIA;235;
Tolox;Confirmados PDIA 14 días;0;
Tolox;Tasa PDIA 14 días;0;
Tolox;Confirmados PDIA 7 días;0;
Tolox;Tasa PDIA 7 dias;0;
Tolox;Total Confirmados ;235;
Tolox;Curados;229;
Tolox;Fallecidos;3;
Yunquera;Confirmados PDIA;383;
Yunquera;Confirmados PDIA 14 días;0;
Yunquera;Tasa PDIA 14 días;0;
Yunquera;Confirmados PDIA 7 días;0;
Yunquera;Tasa PDIA 7 dias;0;
Yunquera;Total Confirmados ;383;
Yunquera;Curados;374;
Yunquera;Fallecidos;8;
Municipio de Málaga sin especificar;Confirmados PDIA;808;
Municipio de Málaga sin especificar;Confirmados PDIA 14 días;0;
Municipio de Málaga sin especificar;Tasa PDIA 14 días;0;
Municipio de Málaga sin especificar;Confirmados PDIA 7 días;0;
Municipio de Málaga sin especificar;Tasa PDIA 7 dias;0;
Municipio de Málaga sin especificar;Total Confirmados ;810;
Municipio de Málaga sin especificar;Curados;789;
Municipio de Málaga sin especificar;Fallecidos;12;

          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
     
